vm_id,timestamp,cpu_usage,memory_usage,network_traffic,power_consumption,num_executed_instructions,execution_time,energy_efficiency,task_type,task_priority,task_status
4f273f4c-5fbe-406b-9da4-496d78ea9a80,06-06-2023 06:37,57.72285886,74.40451796,170.7385482,492.6896569,6374,10.43520466,0.256471105,network,high,waiting
b48531ab-3f10-4f67-a95b-dcfec83bf990,14-03-2023 12:55,23.78928214,82.19397324,448.2813768,,9502,22.497541,0.581312638,network,high,waiting
2f681988-b2be-455d-a77a-478e7ff63746,03-06-2023 19:10,93.42139979,6.547172654,288.7356297,20.79236845,3386,24.32400611,0.811138484,network,high,
c39b61f0-22ed-4fd0-97b9-73480b087a06,08-03-2023 16:03,61.3965956,50.66323548,100.0954707,33.36846463,3336,12.71124055,0.614290199,compute,high,running
e70abff5-9fba-40f4-a196-87b17b159f0b,30-03-2023 05:14,53.5632803,27.09904262,145.2522516,,94,4.984545863,0.145950957,compute,low,waiting
ccae79b9-9a1b-464a-96b4-db49d7c947e4,14-03-2023 14:40,58.99099764,97.70279313,308.5487503,391.2868864,1414,25.17099583,0.534315551,network,medium,
cc9f99ec-3c2e-4a19-850e-71ec5813a545,13-01-2023 13:58,73.01220295,42.63980385,,,4790,1.695745271,,network,medium,running
338fb2df-5bbb-4d1b-84af-3faedf7eb1cf,24-03-2023 09:15,31.19449955,52.00420959,114.0326773,,2989,,0.410820408,,high,completed
54b7218c-b15d-4e68-8f82-780f1a27e946,25-01-2023 22:18,39.82210622,25.01416679,551.8615242,172.2651835,9721,65.01097342,0.024111034,compute,low,waiting
a2d58f85-5b9c-4b71-8a68-babb7fdcc731,13-06-2023 18:07,20.9843749,83.03367331,,456.1411016,7499,72.31525786,0.589061211,io,high,completed
b83e9e6f-8403-4d53-aff9-0ac417e5b196,27-01-2023 04:14,18.61930059,46.64200719,607.1368594,39.90077006,446,80.45735515,0.70206317,compute,medium,completed
ebc16b5b-5310-4945-83c1-6c6e3c498d8f,08-04-2023 17:17,94.437239,58.00275669,737.6150071,401.7350301,5112,50.7788244,0.570310863,io,,waiting
1f0f245c-c074-4a98-b9d2-d14a2b717977,,73.9550795,45.20266858,543.3090979,144.7980465,2961,38.90495945,0.309056379,network,low,completed
20456597-b85b-4c71-bf43-5ea894ac91bd,03-02-2023 17:23,49.04588086,19.09509848,611.1529085,486.6095157,5796,,0.965904263,compute,high,
2093c63f-1c44-4dd5-9974-ee599cb54517,23-04-2023 05:18,22.7414628,27.09254264,470.5831236,133.6388294,822,99.71114337,0.292006071,compute,low,waiting
3483ab60-df0d-47fb-8aed-3533d628e934,03-06-2023 02:24,25.43564818,78.25458155,480.925099,,9883,2.721741302,0.577260673,io,low,completed
59961e2c-da7c-41d2-9d44-2b7abb8d2155,04-04-2023 18:08,5.802916032,87.50858976,782.9775076,,811,27.9300066,0.209669964,,low,
2eaafe2e-a056-4dcf-82dc-7e96d281d6dc,27-04-2023 10:02,43.44166256,,411.5495851,350.3660788,7974,49.86966873,0.869859271,network,medium,running
76640db4-80f4-4463-ad6b-5807660bdf9f,13-01-2023 15:39,31.1795882,91.99490052,240.9721052,215.2813468,6970,49.51224213,0.760865142,io,high,running
3934e1fa-9245-4135-88ac-13db0560a12b,01-02-2023 15:54,69.63434888,40.26398667,199.2981575,420.8638596,2538,48.23761049,0.643721338,network,,running
eb0405c8-1acf-4240-b6cb-4d17b1f6cc00,01-05-2023 12:22,37.77518393,4.341574962,343.0196279,49.74548881,5674,76.0807319,0.98028489,network,low,running
aa35f0b5-4562-4e36-81f4-3781d6b2dc3f,05-01-2023 04:54,17.96036776,86.86153163,688.3343722,448.7028133,4694,91.95803275,0.409484219,io,low,completed
b6f4fe32-d208-4e86-97ca-cd141f556498,30-03-2023 23:41,2.467872839,67.74630259,868.8106718,373.09056,8291,61.76411627,0.648793766,io,medium,completed
d58e3387-f991-41d2-998c-943238f66ef1,10-06-2023 14:33,,9.704965873,587.9335432,330.3929505,1242,15.48856739,0.186333685,io,medium,completed
9f616d1b-e664-4d0c-a55c-7e6e745c0276,24-04-2023 10:48,67.93927735,,785.6954074,359.3830433,3875,56.72886416,0.82665554,compute,high,
8364253c-2245-4699-81a7-faa159313fbf,19-05-2023 01:02,45.36968446,55.78756047,381.6424358,147.2436019,5635,,0.669816424,network,high,waiting
9f8d6467-bb69-495b-81fd-3a3ee5b6bc88,03-01-2023 10:09,53.65792111,26.37675128,907.5097283,149.6770549,,36.72150174,0.425660437,io,medium,
,25-02-2023 15:03,,36.77648475,893.2158491,134.7735401,4033,78.87733657,0.279310128,io,medium,waiting
d0f9ad0b-b6e5-4f47-a34c-0ab0dcde3b24,16-04-2023 01:42,99.03389474,57.18994495,582.0561239,379.1014347,6514,94.23312905,0.782443478,network,high,completed
a5151763-60fc-413e-bbe3-c6dd2edbbf29,11-01-2023 17:56,21.68969844,32.35100539,378.7857469,418.5457449,9170,33.61202467,0.95005762,io,medium,running
82275282-f73f-4df8-99ff-f45a8978d15e,18-07-2023 01:17,66.30782031,,344.3569142,252.7993355,4505,,0.229936583,io,low,waiting
bb7b29f5-c87c-4bce-accc-746f10d56906,15-07-2023 02:37,26.33223767,21.8231585,,253.6007774,,24.71881005,0.685408363,io,medium,waiting
685a3bf0-96f8-45fc-b337-1dc2413c4ef5,05-02-2023 20:27,2.065099947,78.49754676,811.1138163,365.4460416,1319,80.7685178,0.570487336,io,,running
80748fd3-bb09-4be0-84c6-09348b97a94c,08-05-2023 02:45,75.83786538,64.15851621,358.1377782,271.8690603,9693,,0.47263197,io,medium,waiting
f5c0aad6-dd73-4cc3-ac35-24b91a9ff375,23-01-2023 21:11,32.00171508,72.02774135,15.13896451,25.40877472,4493,78.888808,0.558952616,compute,medium,completed
,04-02-2023 12:25,38.34638942,4.068907347,737.5461399,62.9270204,9807,10.84557414,0.032569127,io,high,running
b7de9104-6032-441a-95b6-87b4f316ede7,,58.83171136,7.982103694,684.0105994,58.82932141,,44.62460906,0.663911631,network,low,waiting
d848d439-5e29-46a4-8c37-7f79423b7745,24-06-2023 15:26,83.10484552,10.62406706,236.1577837,205.4114339,2744,95.21070214,0.069386033,network,medium,running
d64db6ed-ea5b-4959-b412-5d5f94fd5133,12-02-2023 11:50,62.89818436,57.34210112,30.77204744,26.91829844,2904,55.03252324,0.13873784,io,high,completed
3eacdda7-f6ac-4c95-ab39-9aa1e82b48cc,19-03-2023 00:07,87.26506554,25.27057049,825.3341306,254.591598,5156,93.5662825,,compute,,waiting
6ab4de05-8101-4e0b-819d-ea0cbc5a1380,16-02-2023 22:09,27.35420348,,636.3212802,163.5116068,5245,59.07769541,,io,high,waiting
8facb335-867a-420c-a61c-0078fefd48af,16-02-2023 19:32,79.80468339,94.02818394,268.480697,46.94087364,7884,15.45893419,0.884491082,network,high,completed
f50acee4-49d2-4f55-9e83-7ee54873736a,05-06-2023 03:14,18.56359443,,211.7116097,442.7257573,376,37.88053121,0.42747267,network,high,waiting
38a69a1f-e2ed-4e8f-9fef-a4ffcfcb22a7,29-05-2023 11:50,95.2791657,76.2028665,668.8724137,56.07598664,7176,,0.799125073,network,high,running
77806902-f8d4-4657-a2a6-36710f32c72e,28-02-2023 21:38,68.74882764,69.91742657,901.805388,425.7862865,5427,,,compute,high,waiting
,16-05-2023 20:20,21.55076771,83.06586503,285.8824125,134.2432784,4257,52.73212984,0.690218579,io,low,completed
992bad99-a7e3-4def-a0eb-865dab4078e4,01-04-2023 06:31,94.73705905,23.81634975,441.1209792,159.5816066,5053,19.72559169,0.650597718,io,medium,running
9c13603a-52f7-4bd6-b5af-f32f7dd235c2,18-06-2023 01:47,,68.96047879,443.8644643,,4120,81.28430746,0.870964423,io,low,running
47d350f9-d8b6-467c-8120-18d8f3e6c9a5,10-02-2023 18:32,25.39416426,90.47323885,259.4380679,8.218442093,2940,44.28637161,0.105688803,network,medium,running
d85463d3-a2e2-49e2-be20-6682aa5832d9,24-01-2023 14:28,,20.99117923,,305.8609614,8664,53.35786437,0.636310038,compute,,waiting
b98d225d-0e6a-48f3-bbf9-505f7a3db1c6,13-05-2023 18:49,51.82007139,77.19909757,714.1700184,21.81830681,2870,35.20715865,0.75054708,io,medium,running
325ad36c-5293-45a2-8a3b-0056e44bb8d6,24-04-2023 13:37,2.566271805,33.82918507,574.2470486,36.44071382,4933,24.76694665,0.309503157,io,high,waiting
a4b33611-339a-4276-9b04-5b8afb114f30,,20.74700754,52.89658362,469.6475321,,4865,35.79064266,0.66349444,network,high,
,05-07-2023 19:42,42.46854688,98.66028168,849.1269424,,632,41.43518149,0.138292381,compute,low,waiting
,16-07-2023 15:14,37.41699803,73.75801401,624.3757282,199.0161227,1064,3.768393928,0.83962098,compute,,
844f8b20-6c39-43bb-8fed-9f39794c1616,19-05-2023 19:26,46.35754244,,,350.2912955,728,17.23376528,0.651366523,network,low,waiting
50a03330-ae7b-4bd3-8360-d0b8fc541df7,08-03-2023 11:55,27.76287063,10.771096,725.1636543,427.0935677,,,0.439884374,io,high,waiting
13c08249-2276-4b5f-9720-59059f993493,19-01-2023 16:56,58.67843465,28.01611346,228.0375168,,8666,,0.073834408,io,low,running
4098d9d5-b7d7-48ff-893e-9dc854550080,28-05-2023 17:54,86.38556059,68.47028086,623.0341211,315.0306077,,16.32965969,0.043652609,compute,high,
2ce54812-d391-4d21-b8d7-6e6c9cf73e37,29-05-2023 05:50,11.7531856,57.52677648,997.9731424,222.7786553,3917,30.60642471,0.882564418,io,medium,waiting
,04-07-2023 04:10,51.73791072,13.83812362,,76.22841996,3715,79.90646058,0.490446604,,low,completed
ccbebfcc-7b87-41a8-ae87-e0a87b916478,26-05-2023 03:50,13.20681063,63.14948783,356.4186093,301.1634532,3047,25.20462617,0.880581611,network,low,completed
de096c06-d452-4d1b-b0a2-055790a8bd6e,18-05-2023 04:17,71.68596812,43.89595933,,162.4451205,1678,,0.151247413,io,low,waiting
de941586-613f-44f9-80f0-582d1cf5ef28,10-02-2023 18:00,39.60597028,87.11070387,79.68494722,316.0423542,,39.28641665,0.641484463,,,waiting
d42997de-0ae0-47d8-b502-c9b483a7a5c3,13-07-2023 23:04,56.54213119,0.849238318,940.1914512,,,61.86660553,0.465580492,io,medium,running
d20ee9ae-8bdd-4f6e-a2b6-09da543dcf3b,08-07-2023 05:25,18.32798362,93.50046515,562.0372268,,969,40.48625497,,network,medium,running
6ee717d7-4712-491d-b8f7-46a255d73372,07-04-2023 15:49,14.48477593,94.76418475,460.5754822,104.3234318,281,87.23456935,0.351559051,compute,low,running
e49f2870-99f4-4440-9915-173a7020be91,07-07-2023 13:56,48.80562806,65.50003762,970.3316916,,1506,92.48786001,0.943565174,compute,high,running
08fe80a9-7012-4e9c-ac2e-35f0b3dd1c87,05-06-2023 06:05,35.56127378,85.44680893,197.4906926,336.062352,1042,67.04804483,0.572510878,,low,waiting
7c05432e-d80e-4f19-83e0-84bf02a5da0e,18-06-2023 07:08,94.04319453,22.20696278,302.8937175,323.4977463,5699,98.3911161,0.436998655,io,medium,running
,04-05-2023 15:05,76.53252538,40.76944137,630.2477604,221.2470784,6358,64.99678062,0.214468658,network,low,running
3d8ff878-3675-45c9-ae20-30c2d444edd3,17-06-2023 11:16,74.86636199,17.64349412,515.1790911,444.3779249,722,53.73318052,0.434209603,compute,high,waiting
1dcb0370-fd89-43fc-948e-d585025d2230,22-06-2023 17:14,,64.67508866,754.5616656,147.2603184,1569,,0.053993391,compute,low,
af6a517f-295d-4849-bc95-099cd94a93ba,26-03-2023 12:30,8.342243544,28.35788511,305.7272658,,7511,79.10746826,0.032788517,io,low,completed
047280e2-58eb-4b44-bc61-a24c31b05503,24-02-2023 09:32,55.21924699,85.86490747,814.1871565,413.4842083,320,52.23118734,0.958797736,compute,medium,running
3e317725-5ff8-4977-a3ae-5a0bad04b258,01-04-2023 21:05,58.4476069,43.09130876,728.1378848,491.9114252,,29.15220811,0.231459533,compute,medium,running
74f6d10c-1558-4f46-9ea9-7ec85f4316c4,08-05-2023 13:58,96.19363785,88.15502815,449.8187127,315.7231019,,32.34517696,,,high,completed
,09-06-2023 06:56,29.21475268,,839.454114,466.1847135,4316,44.20729759,0.609269632,compute,medium,
fc1a2921-4dbd-4896-ac62-9d659de8a98d,10-02-2023 18:52,24.08287799,78.09780859,,18.77151096,4985,19.04576108,0.035738955,compute,high,completed
abc7170f-c432-4eb0-9583-3c7f1949adfe,23-01-2023 10:50,10.02939423,44.36867463,,172.4778387,,13.91363151,0.452406724,network,medium,completed
021d1c7a-9ece-4285-99b3-e0c3b696f014,11-06-2023 01:03,1.642962959,87.44708051,618.282509,179.6173686,1377,40.27845771,0.523877842,network,high,running
68424039-231a-4b4d-ac2a-fbe152d5f361,07-04-2023 06:46,92.95293168,96.5913773,839.9128252,207.8918883,7697,11.71457388,0.500920241,io,high,waiting
f6734287-979e-4bd4-ac31-e980d08affa9,19-05-2023 19:58,66.99165466,22.95909637,756.9234198,406.0633636,9426,81.43193027,0.981290084,io,low,running
40a261fe-b672-4909-95a2-5f8e2ba7e1be,17-07-2023 18:58,78.5152912,6.890537846,239.7459652,310.3940923,6965,,0.875349629,,medium,
53e028c1-f7de-4524-b246-b8df6bc2192f,29-04-2023 17:32,28.17301058,84.82620162,753.5041055,,2437,55.6848283,0.134111358,network,low,completed
fe7d478b-99a5-49b8-ad65-069a75b9de86,19-07-2023 02:05,58.64101662,95.9668804,399.1700361,11.3146878,8221,46.64121162,0.687464517,compute,low,waiting
4b893b6d-1ce0-46ca-be22-a66076cfcacb,11-04-2023 08:19,6.395526612,64.34264272,,287.0864531,2546,20.2144998,0.953666344,compute,low,running
5c3e2822-06f7-4eb7-accb-c1663cd3473d,27-06-2023 21:52,48.56275959,9.721674513,,359.5357275,562,16.79522477,0.928474718,compute,high,running
,,97.74951397,44.24338569,826.0215432,381.0789791,8915,5.686924997,0.998730821,compute,,waiting
d7542a99-deab-4651-b745-6ff2af3d4c7e,01-04-2023 16:11,87.65052453,33.73127633,498.1360224,63.36739977,6754,74.04040769,0.06143676,,medium,waiting
ca9ff038-2710-48fd-8099-6479356d5a21,,33.81589518,62.09392574,863.0791968,326.6876668,2668,19.07216764,0.408130257,,high,completed
009f0213-b5c6-4f25-8e7e-bf6fb617887a,02-04-2023 10:00,96.15701545,60.65600647,530.1548468,442.9729352,481,87.07601138,0.326314573,compute,low,
b00ae82b-a5e9-46de-8773-5d79ddb385e8,13-06-2023 12:23,23.17016265,3.896865805,973.491498,439.5751743,5265,43.13794542,0.955677031,,medium,completed
c9ffbbf3-c43b-47a1-94d1-f3d2fb99da29,08-04-2023 01:50,94.93188224,48.43409372,325.0750862,73.29804477,4584,,0.634507672,compute,medium,completed
1f535858-043c-4c10-bd83-90e3e60b024c,02-04-2023 06:14,94.13777047,53.6227268,366.3406602,,4661,43.91922346,0.296576211,io,high,waiting
,13-03-2023 10:18,79.92025874,24.59551806,490.4910789,215.7434023,8333,36.69410705,0.323659964,io,medium,completed
1b1b5198-23e2-4248-a786-f55eebdc684c,15-07-2023 01:07,63.04479369,18.27814641,676.1474159,480.2522782,7539,70.80522928,0.149670518,compute,low,completed
,03-04-2023 02:13,87.42879666,19.0298062,617.0661528,266.7719586,6304,16.47457498,0.324733487,compute,medium,running
,08-02-2023 16:56,29.30202845,39.96387213,995.7756444,184.7216011,8246,14.46087796,0.202964061,,medium,waiting
1c1ae6d7-2f59-4da9-9a77-7e0677dff366,19-01-2023 10:00,84.89435553,67.8009084,502.791173,210.5573379,222,59.44587606,0.451602065,io,medium,running
878d36b4-d09d-417d-b3e9-1ed08028e03b,08-04-2023 09:46,61.78766919,6.447000047,266.859402,23.48707823,5880,57.04472385,0.695050337,network,medium,waiting
f638f252-0d55-4a1a-8504-62f1c07c3c0d,26-03-2023 14:40,,45.28556181,765.4446274,267.6558719,9111,0.551740971,0.581843971,network,high,
3ec548a6-b675-43e0-8a71-a1567648f513,15-07-2023 20:36,34.72335179,75.28313432,652.231122,399.565364,2477,76.63000064,0.941696812,compute,medium,waiting
76c81792-2393-4654-a934-22694bee0e23,26-01-2023 03:10,14.81408609,41.39270048,866.6502854,115.2758451,8747,72.0304292,0.89699272,network,low,running
8f31e1d8-2482-4db6-ad82-940b293e0ff0,23-06-2023 04:51,98.18293898,1.761001175,824.5246639,488.7365145,1078,,,compute,,running
aa51ffbe-b60e-4954-9941-3b7b4f87eee4,14-05-2023 09:36,47.8370307,98.73076,381.8324547,318.2697744,,20.81604712,0.013543463,compute,low,running
633a8aa9-eafd-4b42-b7ca-8ceff3a5310c,,49.73913655,44.51819346,155.8542904,174.2335643,1299,,,network,high,running
35dcefff-b659-4469-be5e-6bcb8da021e4,30-06-2023 17:37,63.94725164,22.99673462,218.7365749,342.6499871,9455,61.45686369,0.691188039,network,low,waiting
20009386-5835-4fc6-9767-8e4a490e4234,19-01-2023 13:42,36.85846061,75.80051363,25.17783481,217.2912384,1513,17.7435744,0.774106365,network,low,running
02a1513a-2d03-4bcb-ad59-542b061be30b,,13.69002717,28.92936688,857.6785751,151.7255837,2661,90.09877576,0.072337912,compute,low,running
,30-03-2023 09:19,82.21177332,35.22065569,791.2071824,487.1550106,2879,7.49140142,0.964990307,compute,,
b3634a13-9bd5-4b15-9d74-65680104f4e2,10-05-2023 09:50,18.98479119,,669.0725054,61.00256553,1714,85.51494659,0.033293119,network,medium,completed
ad9667a5-0c77-4185-a594-55cba7c03eec,14-02-2023 14:33,51.13189825,8.83418859,819.4697618,465.5217398,7104,,0.436942383,compute,low,running
,24-02-2023 14:18,22.4317029,86.83375828,430.1032813,379.2349829,3181,72.27272515,,,medium,
4fca3483-d61a-42d4-8716-18341e43e27d,,9.784448449,74.37952915,638.5124173,151.7760519,1116,88.32210387,0.333983924,compute,low,waiting
fed175d2-1933-442f-a33c-37eb7e6d37e0,25-06-2023 12:29,86.21915174,57.36886543,478.6694719,161.1496429,3621,,,network,,completed
f5aa7461-7df2-487d-bc35-a0b3501673fe,03-05-2023 14:51,97.2919489,11.0275995,452.2004734,66.08950878,40,99.61245156,0.304479025,io,low,waiting
ca085dc1-0ab3-4a2b-be50-dc96059cc604,,,26.8477676,348.598628,433.4898646,3204,91.12109927,0.982624599,compute,low,running
a61151b3-e7f7-4363-9128-fd94f970c43c,10-03-2023 14:25,90.65554992,,245.2767188,57.46847345,7553,73.0109501,0.630248201,io,low,
,07-02-2023 12:59,77.40473327,8.179264362,860.6644036,,9854,12.16169564,0.969178342,compute,low,running
55e49d38-f13d-4fbc-b36d-5eb1d52e3611,08-05-2023 23:26,33.3145152,16.56096928,822.3342379,149.5884138,1391,22.49924847,0.253183464,io,medium,completed
46c32cc3-ee15-4619-a572-de67e3b782a7,14-06-2023 02:32,8.110138999,,320.5550683,495.3684598,6812,42.19602034,0.709392491,network,low,completed
5274892e-4615-451f-ba6c-36a655256844,06-07-2023 21:25,40.72411714,55.23975488,787.04635,189.472637,4633,82.02335105,0.875693015,compute,low,completed
c2d1e744-1a1d-4c6a-9d96-e6cd76042e5a,16-02-2023 01:06,23.22341422,55.3494974,761.3753084,,8306,63.86386613,0.245774638,network,low,running
b90b9c62-6e3a-49bc-b14d-09c65284bab9,11-06-2023 20:01,13.24876348,,981.713192,386.8796101,4706,39.83373909,0.021914063,network,low,running
41776f9c-1f5e-4090-a33a-11a170d80692,08-03-2023 23:55,5.342718179,81.21905076,555.0058862,307.6326923,3935,37.67498579,0.01211142,io,high,waiting
,02-01-2023 11:39,72.55943642,12.733716,389.236044,468.3306607,1529,,,network,low,completed
4a997aa9-10c9-4ba5-a938-ed3b820fe3ef,08-02-2023 20:00,,83.996067,643.6567011,381.6144167,7507,58.96987995,0.395216085,,high,running
f9cdbf79-24f2-4c59-a9ba-940f3b74e1d6,19-05-2023 09:19,77.05807485,18.99786277,126.3939247,436.2396292,2729,87.00785872,0.235573339,io,medium,completed
,24-02-2023 09:41,14.69466454,48.47747953,80.70276597,394.0582942,,55.06608231,0.387003861,compute,medium,running
9df11a3f-684e-4c34-99f7-0f8b48adc02d,10-06-2023 06:07,7.952208259,2.381979766,704.1000457,429.4471465,7784,,0.294297531,io,medium,running
928414ac-93b4-4a80-afbc-9845ad08f781,19-01-2023 01:39,8.960303424,27.53821559,748.0737391,21.13187042,2733,75.98270375,,network,low,completed
880f7e32-ff27-4cca-a374-180168a8af35,15-04-2023 21:08,67.20478074,44.72981725,819.6841979,159.0839199,7224,22.37414468,0.402049539,,low,completed
7b894b65-23fa-4de0-8960-dc2a9249f747,05-02-2023 23:09,24.53672099,18.68266704,346.3365953,451.69829,7149,5.124021276,0.591802366,io,,completed
294233cf-8c95-41db-8f5f-29d6508d22ea,,42.05394667,79.10789717,700.9959785,,7629,8.679758434,0.64780477,compute,high,completed
014817c4-fa64-4e79-a0b6-9af95465098c,10-04-2023 03:10,55.73687913,9.330325466,707.3012821,,,57.56007737,0.151538953,network,medium,
f20656f3-784e-43af-941e-1c3e9b56cc0a,03-04-2023 19:01,86.05511738,84.95279077,296.9647857,80.29183741,,95.20734276,0.882928559,,medium,
e5d37e9b-0505-496e-b050-dbb30047b853,,72.70442627,10.29750894,900.8999911,430.4704109,1428,88.19331959,,,,completed
db94c744-d3ae-4f55-abfd-165aca2839f8,,,,205.2721089,286.601125,,33.92139939,0.776484283,io,medium,running
fddcba18-c531-4616-b0ff-3a139cf16890,02-02-2023 09:55,13.14827993,58.30537992,334.6501053,44.36250416,6405,40.83974921,0.369245594,io,high,completed
f30a9e40-53ff-4394-a00b-1262754907be,06-03-2023 18:11,,66.5260049,836.3506844,47.41113948,1600,,0.377111757,network,medium,waiting
3e80947e-1cbd-47c2-9e15-075a83fa620d,14-02-2023 14:19,30.15986345,17.05541889,247.7049208,478.8027791,4639,52.03119743,0.789677527,io,high,running
776bc01e-3ed8-4c1f-95fb-1d2882c63831,08-05-2023 16:21,26.21181492,98.89998646,167.4253162,415.1026468,990,,,network,medium,completed
9a2f0907-4f3f-49ba-b279-46f526a82bb4,26-06-2023 18:40,45.61405668,,387.3344119,371.7438357,6451,65.26824031,0.059528422,network,high,
f0830b7d-6619-41b5-82f2-623cb5b2bb04,28-06-2023 06:39,68.32813355,69.19159241,559.8611323,,2722,38.31741552,0.262315462,compute,high,running
38fd5986-18e1-44d7-8603-ac9ec0a26e94,24-04-2023 19:13,69.56254456,15.43685897,491.0943533,,218,4.65375301,0.622918565,io,medium,waiting
6b14d3be-e863-44d5-9353-b816755683e5,27-01-2023 22:48,28.35188466,,504.8653821,468.4159278,199,73.84526375,0.880927114,compute,,waiting
c8457cd3-5b3f-4523-8a2f-a568c921ca64,09-02-2023 14:13,37.99269559,54.58359703,448.1844109,169.0569778,1396,36.5622636,0.487159514,io,high,running
6ff4691c-88e7-46ba-bf34-f748b731607c,15-07-2023 20:15,18.11509617,77.79782728,555.8908951,254.9339467,5014,54.99322422,0.82598089,compute,low,waiting
,10-01-2023 07:44,78.85455123,,352.9279662,34.06624169,4475,64.37887256,,network,high,waiting
168eb248-03b9-4357-b50f-7217cad0dbc2,07-04-2023 09:09,5.684807643,61.77254822,786.712122,458.2383948,6890,80.48655528,0.771176997,io,low,
,10-04-2023 09:03,69.69972417,25.69883229,543.9101226,47.02727328,9719,80.34372905,0.94956722,io,low,waiting
f3d02544-fb13-4b6a-b40e-7120a196f872,07-04-2023 01:17,77.86953959,58.60061955,562.2558457,92.53569949,5412,48.13525201,0.70730653,network,,completed
bd3512b6-297b-4580-9af0-8f056892de02,22-06-2023 22:10,77.74075618,49.67296396,332.7544794,357.6298705,635,48.96058342,0.479011883,io,high,waiting
fa55adc6-80fc-4024-95d2-7bff8a3a3843,22-04-2023 15:00,25.94225643,,282.4519058,283.7704063,4652,66.43744132,0.671491894,io,low,waiting
0c7e8353-cf7a-4a2a-8907-c1861feef3ff,02-06-2023 03:07,37.38131379,14.38761679,702.3094821,400.1299753,217,73.88410541,0.46992983,compute,high,completed
c0fa7040-9db5-44f7-8b88-8b16ba21a558,01-04-2023 10:12,58.75996352,50.92673562,922.7170665,314.9022116,6911,63.43262942,0.613223122,network,low,waiting
f2692815-0ab5-4b3f-9775-801656ccdccd,24-03-2023 09:15,27.28219024,85.51074078,899.0948395,124.4321328,9035,69.56430556,0.451521752,compute,low,waiting
72e7f95a-855f-466b-a8dc-b301352765d1,08-01-2023 22:40,37.08527992,38.64819915,357.1552626,301.7504717,5162,78.80141827,0.390285638,io,high,waiting
b0a254de-e9d5-4069-9753-f0dc5f53fb84,09-06-2023 05:58,19.70542802,61.81143867,565.4037351,255.6975172,4569,44.07780265,0.857889734,network,high,waiting
f61051f9-b927-4ffb-91ba-4dd369603896,07-03-2023 06:35,45.98558838,17.6099667,404.795779,383.8564304,8649,32.98937382,0.48870755,network,medium,running
3fa18e44-2d88-48bf-8681-c9194cd3f22d,09-01-2023 17:33,4.461230125,4.236754301,436.8742424,222.4410055,6835,99.34942849,0.890405812,network,high,completed
,08-04-2023 18:53,79.97958846,64.69953758,174.2667788,176.381915,2037,74.5341953,0.741309034,,,waiting
,03-07-2023 06:53,7.695644699,73.22441034,676.1080467,479.8590941,4167,26.85160423,0.358518943,compute,low,completed
9034fcd0-0627-4111-aab2-b78c4df3de5e,04-03-2023 16:53,51.88351488,16.9482985,35.52955989,58.12856483,5054,49.61146711,,compute,medium,completed
9990271e-b6d9-4ce1-8384-52619dfe25f5,06-01-2023 04:46,,80.59545834,703.5888581,413.7302557,4692,63.86411412,0.303142381,io,medium,
db86ab00-dd1e-46e5-a6f4-13df197e4876,28-02-2023 15:51,57.75429488,9.808722394,421.3148469,,5774,99.55886424,0.263922376,compute,high,waiting
5753c52b-0d31-4b5d-9b9a-86ab8f4fcb7a,,95.94333408,54.65423933,564.7671583,452.2781962,,82.53897552,0.227336399,network,,running
0c54be8b-0409-43c6-b9cc-8f91cd626b72,20-07-2023 00:43,64.55702445,26.60030155,196.6430214,161.427958,5710,43.68903347,0.857482134,compute,high,waiting
a8d42a29-7f40-411a-9493-9f4fcd3e5614,15-05-2023 06:18,3.536243576,71.40847536,,394.9692273,7441,68.0988223,0.380741077,io,high,waiting
f5189b74-7d22-46b9-941e-59582e54a4ad,02-07-2023 22:49,,2.663994933,341.8222029,207.5281266,,84.52060953,0.604016506,network,low,completed
d5dcf757-5523-4119-b398-17a86a58f8a3,21-06-2023 10:21,51.00168523,90.80898172,396.9623115,438.8566917,3349,28.38434929,0.147526197,network,high,running
2c6b80df-1f80-49e2-8a14-0200c053c4ac,07-02-2023 03:43,53.61774947,31.56699289,877.1338275,390.9012254,2583,23.94700192,0.803267229,compute,medium,completed
99abf20e-34e1-4ab8-9d15-4e29a7ce4c54,25-06-2023 22:50,68.13925106,90.61416417,920.1689813,166.6498434,,28.09261281,0.966456912,io,low,completed
afbcbd76-e123-465d-a813-b865e5681eb6,07-01-2023 19:18,27.75960977,,784.0725743,30.62984677,3514,34.83971289,0.644851183,compute,low,waiting
,20-05-2023 09:41,12.88605655,12.61722416,530.5711141,374.3507072,6778,6.188853353,0.706057674,,low,running
6f36fdd7-ff23-4e9b-a183-ce4538acdfef,13-05-2023 17:15,,98.6557509,,296.8059176,8139,61.83832741,0.807057193,io,medium,completed
,23-04-2023 14:22,95.64057228,,,164.1464876,1706,18.71740763,0.346022148,compute,low,waiting
1dff7b14-d17f-4462-be8d-637467cb5e73,05-06-2023 08:21,18.71308918,,722.0931613,408.9195623,2389,13.26360452,0.580937801,io,medium,completed
4caf8249-5b95-446d-8faa-ad2b0f09b3de,01-02-2023 11:09,90.39839549,,407.3076575,223.4554634,198,29.17747881,0.932878617,network,low,running
f5e58e11-1413-4755-9e95-e70b053c8f3b,27-03-2023 16:16,54.38059501,25.48741561,400.9613107,413.9284438,1962,34.39751383,0.097654128,compute,low,running
